,User,Date Created,Tweet
0,mahesa_abadila,2023-01-13 23:59:59+00:00,@aniesbaswedan insyaallaah anis presiden kita
1,theo12_ini,2023-01-13 23:59:13+00:00,@HasihoTambara @aniesbaswedan harusnya perlu periksakan kesehatannya yaa 😅
2,OmHardiman,2023-01-13 23:58:51+00:00,"@Fikri_Prianton @aniesbaswedan Tenangno pikirmu mas bro pak anies baswedan Bukan type pemimpin yang senang menyelisi rakyat indonesia, lalu menghindar jika terpojok"
3,Dulalim8,2023-01-13 23:58:51+00:00,@kh4ndr4_khandr4 @aniesbaswedan @UniofOxford @oxsocsci Pikiran Ente yang inginnya di jajah terus jadi orang smart pinginnya di singkirkan agar keinginan para gerombolan perampok harta kekayaan Indonesia mudah di kuasai.
4,Veni42389804,2023-01-13 23:58:36+00:00,@yantireinke @LanangJagad31 @abu_waras Belum lagi kata sdra aku yg disana..ada perpustakaan yg wooww banget yg dibangun Pak Anies Baswedan😍😍
5,Market5tudio,2023-01-13 23:58:07+00:00,@abu_waras Personal branding @aniesbaswedan  memang luar biasa .... nah qlo @Fahrihamzah mau di branding cem mana juga yaaa dah mentok dah mirip 2x ngabalin dan yg se species dgn mrk #imho
6,MFauzi199,2023-01-13 23:57:24+00:00,@aual_mubarok @eghy_new @daawammm @anas_kurniawan @ayasfandi @lempager @jokowi @ganjarpranowo @aniesbaswedan @prabowo Kayak ppk
7,jakun1265,2023-01-13 23:56:42+00:00,"@Bapake_adi @aniesbaswedan Gak jelas loe, ngomong gak karuan..."
8,FDerKanzler,2023-01-13 23:56:07+00:00,@ellen_mine @aniesbaswedan Woyyyyy @NasDem @pranandapaloh kalian blg Anies akan melanjutkan yg sdh dilakukan pak Jokowi ?
9,buzzeRpOligarki,2023-01-13 23:55:50+00:00,@OposisiCerdas Ambil amolopnya tetap pilih pak @aniesbaswedan  sob
10,syueb2011,2023-01-13 23:55:47+00:00,"@editya77 @aniesbaswedan Ini maksudnya sedang berdakwah di Forum Theology?
Tidak ada penjelasan siapa peserta dan apa pokok bahasannya. Bisa jadi seperti di Bali kemarin yang digembar-gemborkan setinggi langit"
11,zaeniugd,2023-01-13 23:55:36+00:00,@aniesbaswedan @UniofOxford @oxsocsci Alhamdulillah... Bapak cocok nya jadi dosen di Oxford. Mantap pak
12,Nikul_ae,2023-01-13 23:54:53+00:00,@Erdahlan1 @aniesbaswedan Tololll berpikirmu tak mampu melihat
13,aderama,2023-01-13 23:54:45+00:00,@aniesbaswedan @UniofOxford @oxsocsci lg rame bos di twit truss
14,OmHardiman,2023-01-13 23:54:20+00:00,@Sianta86Th @aniesbaswedan Yang segeluntir orang yang yes jutaan orang
15,AdjieSSoera,2023-01-13 23:54:18+00:00,"@ayuastr21700264 @hipohan @PartaiGelora_ @aniesbaswedan Iya.. jualannya bpk Politik Identitas mulu..itu kan lebih cocok buat A Hok, yang jelas tdk akan obral2 janji palsu. Kecurangan ?... jelas terlihat telanjang kok. 🤣🤣🤣. Yg lebih kreatif lagi lah... mosok Politik Idenritas mulu. Ntar Identitasnya palsu lagi...🤣🤣🤣"
16,AnnieNugraha,2023-01-13 23:54:06+00:00,Ikut bangga. Selamat dan sukses @aniesbaswedan
17,HasihoTambara,2023-01-13 23:53:41+00:00,@theo12_ini @aniesbaswedan Kayaknya anies ini tidak sadar dia masuk komunitas ODGJ
18,driveronline_17,2023-01-13 23:53:27+00:00,"@baguscondromowo @Mdy_Asmara1701 Sumur resapan itu ide orang jepang. @aniesbaswedan hanya benchmarking tata kelola kota terbaik diadopsi utk jakarta.
Dungu boleh tp jangan di gass poll hahaha"
19,adietpanca,2023-01-13 23:53:16+00:00,@aniesbaswedan @UniofOxford @oxsocsci Ini baru prestasi bukan pemberi dan penerima yang buat piagam atau gelarnya👌
20,Neng_Anyar,2023-01-13 23:53:15+00:00,"Ini prestasi mendunia @aniesbaswedan saat menjabat Rektor Paramadina th 2010, jauh sebelum Jokowi.

Anies masuk 20 Tokoh Dunia Berpengaruh utk perubahan dunia 20 tahun mendatang oleh majalah @foresight yg terbit di Jepang.

Anies memang smart &amp; keren."
21,OmHardiman,2023-01-13 23:53:05+00:00,@Mr_PrasT_Jr @aniesbaswedan Cocok jadi dosen tdk mebutup peluang cocok jadi presiden
22,IndonesiaPintas,2023-01-13 23:53:00+00:00,"Nah Jangan Dikira KPK Hanya Tangkap Lukas Enembe ya, Bahkan Dugaan Korupsi Bansos Era Anies Baswedan Juga Bakal Diusut!!!

#kpk
#lukasenembe
#aniesbaswedan
#dugaankorupsibansosdki
#Liga2 https://t.co/TqWglfmCJh"
23,Puguhwahyu16,2023-01-13 23:52:51+00:00,@nkri05 @narkosun__ @kurawa @GunRomli @aniesbaswedan Manusia2 tolol
24,MKZxRoel,2023-01-13 23:52:32+00:00,"Beliau tdk capek mengkritik pemerintah, justru dia tahu bahwa @aniesbaswedan bakal jd the next president makax dia ""latijan"" mengkritik sedari dini 😁🙏

cc: @ReflyHZ https://t.co/CLodEhZVl5"
25,TeguhSudarisman,2023-01-13 23:52:15+00:00,@sheva_sheva8 @aniesbaswedan Jangan diketawain laah. https://t.co/XTrsoW85Im
26,RakyatAsupan,2023-01-13 23:52:00+00:00,"Nah Jangan Dikira KPK Hanya Tangkap Lukas Enembe ya, Bahkan Dugaan Korupsi Bansos Era Anies Baswedan Juga Bakal Diusut!!!

#kpk
#lukasenembe
#aniesbaswedan
#dugaankorupsibansosdki
#Liga2 https://t.co/WAfDCIUTWJ"
27,OmHardiman,2023-01-13 23:50:23+00:00,"@Benlizp @aniesbaswedan Mengkritisi IKN lumrah bos karena semua di ukur dengan banyak parameter, pindah IKN bagus saja namum perlu dukungan dana yg besar sebisa mungkin pindah IKN seminimal mungkin membebani rakyat, jika sudah tercapai semua harapan rakyat indonesia pindah IKN tak menjumpai hambatan"
28,sopyan_mr,2023-01-13 23:50:16+00:00,@aniesbaswedan @pakguruhonorer @UniofOxford @oxsocsci Barokalloh pa Anies moga sehat sll bhgia selalu Alloh SWT senantiasa mnjaga bpk dan kluarga Istiqomah dlm kebaikan.Aamiin
29,JatengTV,2023-01-13 23:49:57+00:00,(04) Pada PT Perorangan seluruh kendala dan resiko kerugian serta keuntungan akan dihadapi dan ditanggung oleh pemilik usaha itu sendiri. #ptperorangan #badanhukum #badanusaha #umkm #ganjarpranowo #prabowo #aniesbaswedan #puanmaharani #pilpres2024 https://t.co/HRqCfZUnue
30,ksatria_kelam,2023-01-13 23:48:35+00:00,@MatosiSativa @ChengliBro @kapuyuak_24285 @aniesbaswedan Karena mayoritas voters pemilu di Indonesia berpendidikan rendah.
31,Ijaunsi,2023-01-13 23:47:03+00:00,@aniesbaswedan Pak tape ketannya sdh jadi
32,om_omreg,2023-01-13 23:46:39+00:00,@aniesbaswedan @UniofOxford @oxsocsci Gelar atau sebutan tak berguna jka tak ada tindakn nyata dilapangan.anda hnya pintar mengutai kata2 dgn harapan palsu.sorry
33,sitleryos,2023-01-13 23:44:10+00:00,@theo12_ini @aniesbaswedan Masuk akal sekali pak yohanis.biasalah tu.pak yohanislah orangnya.sendiri omong sendiri pula yang lakukan.luar biasa.😀😀😀👅👅
34,eddysubandoel,2023-01-13 23:43:27+00:00,"@aniesbaswedan Maaf mau tanya materi kuliahnya apa njih?
Apakah tentang teknik cara bikin sumur resapan? atau cara bikin monumen bambu?
Atau atasi trik pemutihan beras bantuan yg kuning?
Atau trik trik pencairan dana hibah ?
Maaf saya cuma tanya Lo."
35,ronalkusut,2023-01-13 23:42:03+00:00,"Rmh nol depe, oke ngoceh, stop reklamasi dan visi misi pak Yoh @aniesbaswedan dimasa kampanye pilgub DKI semuanya NGARANG"
36,blueband2000,2023-01-13 23:41:59+00:00,"@aniesbaswedan bagus iku pak, gk usah nyampres krn prestasi akademik gk sebanding sm praktisi"
37,TeguhSudarisman,2023-01-13 23:41:52+00:00,"@wellbadai @aniesbaswedan (((((((((((( kata kata )))))))))))). Nulis kata ulang aja kamu belum bisa, udah nyinyir aja. Bodoh boleh, tapi nggak usah ditunjukin di medsos."
38,NovelBamukmin,2023-01-13 23:41:43+00:00,Bersiaplah kalian para cebong! Kami akan kalahkan kalian pada #Pilpres2024! Kemenangan aniesbaswedan adalah kemenangan khilafah
39,el_f4hm1,2023-01-13 23:41:39+00:00,"@wellbadai @aniesbaswedan D depan anjing, bangkai lebih berharga drpd mutiara..di oxford dimana orng pintar berkumpul, orng pintar akan mendapatkan panggungnya."
