,User,Date Created,Tweet
0,MayaA62580468,2023-01-30 23:56:16+00:00,"Katanya Bocil AHY rakyat Indonesia sdg tdk baik2 saja.
Rakyat yg mna ??
Lah sndri dia happy tu. 
Apa dia bkn rakyat Indonesia?? https://t.co/UwGWi7YUT2"
1,JustinLubis1,2023-01-30 23:53:51+00:00,@WngNgapak @Kanseulir__ Nah.. Mereka belajar dari AHY.
2,OpgeorgeP,2023-01-30 23:53:06+00:00,"@Dennysiregar7 Dari penjelasan pak Sudirman Said td malam, nampak rencana koalisi msh menyisakan bbrp masalah a.l :
Bawapresnya siapa ? Apakah Aher atau Ahy, atau justru harus usulan Nasdem. Bila bacawapres dari Nasdem artinya baik PD atau PKS hanya tim pendukung atau tim hore"
3,PropertyTaja,2023-01-30 23:52:29+00:00,"@abu_waras @PDemokrat @aniesbaswedan @PKSejahtera @NasDem Presiden Indonesia th 2024
Anies dan wakil presiden ahy 
Cocok memimpin Indonesia 
Anak muda yg cerdas dan berpengalaman di berbagai daerah 
Anies pengalaman gubernur jkt yg sukses memimpin dan ahy dari TNI yg punya prestasi komando pasukan pengaman nkri ny
Anies&amp;ahy presiden Ri"
4,PropertyTaja,2023-01-30 23:45:02+00:00,"@abu_waras @PDemokrat @aniesbaswedan @PKSejahtera @NasDem Klau nurut pengamatan sy rakyat biasa ahy yg paling cocok untukwakul presiden mendampingi mas Anies. Walau sy g kenal tp dari melihat di TV atau media sosial ahy lumayan sangat gaul dg dlm negri maupun luar negri 
Tp dari PKS sy juga g kenal tp di berita dan media g pernah dgr"
5,ElysElys7,2023-01-30 23:42:31+00:00,"@JarnasABWBpn Bismillah ANIES AHY MENAANG..
Sosok Anies AHY yg enak d lihat,pasti bikin milenial dukung .
Ga bosen2 blng d coment buat apa pak @aniesbaswedan pilih Khofifah, AHY Ketum partai koalisi.. ini lebih bnyk membantu mendulang suara. Ada SBY juga d belakang AHY,pengen ini"
6,yuni4lways,2023-01-30 23:42:28+00:00,AHY Lovers Jombang Adakan Lomba Senam Dalam Rangka Memperingati Hari Ibu https://t.co/0HuuehYuii #AHYPolitikusMendunia
7,dwikiprazz,2023-01-30 23:42:24+00:00,SURVEI AHY SELALU TERTINGGI SEBAGAI CAWAPRES ANIES https://t.co/5Ss8tOXhZC
8,joniantonioloro,2023-01-30 23:41:54+00:00,"SURVEI INDOPOL : SIMULASI PILPRES 2024, DUET ANIES - AHY TEMPATI POSISI TERATAS https://t.co/Sy4raOfM1L #AHYPimpinPerubahan"
9,shantiwalimah,2023-01-30 23:41:52+00:00,"AHY Tukang tipu"" alias Banyak Omong Doang https://twitter. #AHYGagaldiTNIGagaldiPolitik #AHYgagalNyapres #HambalangMangkrak #SBYTurunGunung"
10,bocqah,2023-01-30 23:41:50+00:00,"PENGAKUAN RAHASIA JENDRAL GATOT TENTANG SOSOK AHY, BIKIN BUZZER KODOK MERANA https://t.co/GAcRqhdj7B #AHYPimpinPerubahan"
11,charlesgaspoul,2023-01-30 23:41:50+00:00,Emil Dardak konsisten dukung AHY #AHYPimpinPerubahan
12,arafah_5,2023-01-30 23:41:49+00:00,Emil Dardak konsisten dukung AHY https://t.co/115KcYg0qi #AHY
13,sndryani,2023-01-30 23:41:21+00:00,"demokrat tukang korupsi, tambah lagi dipimpin AHY https://t.co/55G7U6MGEf #AHYAsalBicara"
14,Dee_Rantii,2023-01-30 23:41:20+00:00,Emang ga jelas buzzer AHY pada tolol  https://t.co/HCIVKIN1ew #AHYAsalBicara Kalsel
15,CeritaAHY_,2023-01-30 23:41:02+00:00,"AHY :  Sebetulnya bukan masalah dua atau tiga poros lebih baik, atau berapa pun  #DemokratS14P AHY Pimpin Perubahan PDemokrat AgusYudhoyono"
16,indra_mbb,2023-01-30 23:27:44+00:00,"@damarjati_dimas @panca66 @PineksoRoyi1 @RajaJuliAntoni @Dennysiregar7 @GunRomli @yusuf_dumdum bukan urusan mu,  jdi urusan mu kalo loe anggota demokrat, ada hak suara di konggress, AHY terpilih di konggres, kok situ yang sewot, SBY egk serakus ME*gawati, dah tua, udah saatnya diganti yang muda2 .AHY itu bukan orang sembarangan baca CV nya, bandingkan ma puan atau mega"
17,tanto_majukarep,2023-01-30 23:26:07+00:00,@alextham878 Dukung ahy cawapres secara elektabilitas demokrat tertinggi dibanding pks apalagi nasdem
18,Buddy17976028,2023-01-30 23:22:40+00:00,@MaliqRidwane Istrinya AHY cantik kan?
19,GunawanLili1,2023-01-30 23:22:13+00:00,@Miduk17 Sebelum bapak nya jdi presiden AHY muda sudah mendapat penghargaan sebagai  Taruna tercerdas di sematkan langsung oleh Megawati ( presiden ke 5) ... https://t.co/TekviFNQk0
20,asgharsaleh,2023-01-30 23:15:42+00:00,"Elektabilitas Ketum Mas @AgusYudhoyono ungguli cawapres lainnya. 
#PDMalutS14P
PDemokrat
AgusYudhoyono
AHY Pimpin Perubahan
https://t.co/iOzDPxFHec"
21,shantiwalimah,2023-01-30 23:12:55+00:00,"bajingan AHY si joker anjeng,  https://t.co/9yjPDpgXwv #AHYGagaldiTNIGagaldiPolitik #AHYgagalNyapres #HambalangMangkrak #SBYTurunGunung"
22,MaliqRidwane,2023-01-30 23:12:54+00:00,"@Buddy17976028 Wahhhh woii,.......oiiiii,.....oh my God that are awesome wife nye bang ahy yahhhh🤪😍🤣🤣🤣😳😳🤭"
23,rman46,2023-01-30 23:12:48+00:00,@isari68 @aniesbaswedan @PDemokrat @teukuriefky_1 Ttp aja ahy ga level jd wapres. Kasihan.
24,dwikiprazz,2023-01-30 23:12:37+00:00,"PAHAM GEOPOLITIK, AHY BISA ANTISIPASI KRISIS GLOBAL https://t.co/KOcRM2x0yS"
25,gibranleklok,2023-01-30 23:12:05+00:00,AHY ajak masyarakat untuk donor darah #AHYPimpinPerubahan
26,KasbahAnang,2023-01-30 23:12:03+00:00,AHY mengacau aja bajingan… https://t.co/pfb74a5sSU #AHYAsalBicara Kalsel
27,joniantonioloro,2023-01-30 23:12:00+00:00,TANGIS BUZZER PECAH! PERTEMUAN PRESIDEN TIMOR LESTE LEBIH BERKELAS DENGAN SBY &amp; AHY https://t.co/kLRhCNeXlN #AHYPimpinPerubahan
28,KitaHebatcom,2023-01-30 23:11:59+00:00,"Survei Demokrat Terus Melesat, AHY: Kader Jangan Kecewakan Harapan Rakyat https://t.co/0OmvJfNdWT #AHYPimpinPerubahan"
29,Bar0q,2023-01-30 23:11:57+00:00,Para kader Demokrat sigap jalankan arahan ketum AHY #AHYPolitikusMendunia
30,BobbyDarmanto27,2023-01-30 23:11:56+00:00,BUZZER SEMAKIN PANIK!! EKTABILITAS DEMOKRAT DAN AHY SEMAKIN MELESAT https://t.co/GqKpZbuTXd #AHYPimpinPerubahan
31,bocqah,2023-01-30 23:11:55+00:00,"BUZZER MERANA, AHY Jadi TOKOH KUNCI MENANG PILPRES 2024 https://t.co/5aZ6a3H1zi #AHYPimpinPerubahan"
32,WildanPoco,2023-01-30 23:11:55+00:00,AHY : Jadilah Patriot di panggung global https://t.co/aznTnsiFuI #AHYPimpinPerubahan
33,charlesgaspoul,2023-01-30 23:11:54+00:00,AHY sambangi sedulur Jatim #AHYPimpinPerubahan
34,arafah_5,2023-01-30 23:11:53+00:00,AHY sambangi sedulur Jatim https://t.co/WrRzRJ5cJj #AHY
35,CeritaAHY_,2023-01-30 23:11:37+00:00,AHY : Kita tentu ingin menghadirkan kepemimpinan yang juga semakin membawa perub #DemokratS14P AHY Pimpin Perubahan PDemokrat AgusYudhoyono
36,ArwahMiliter,2023-01-30 23:08:37+00:00,"@an_ti_ka_drun @mamang_opik yg AHY waktu gubernur, apa termasuk dinasti 😂, lucu kau ini. itu jelas dinastilah, KPU diatur aja sama bapaknya 😜"
