,User,Date Created,Tweet
0,lieya_aprilieya,2023-01-30 23:24:44+00:00,"@Samuderaa_biru @_TNIAL_ @puanmaharani_ri @Puspen_TNI @tni_ad @marinir_tni_al @bambangsoesatyo @ListyoSigitP ungu janda itu sudah biasa, ungu marinir itu KERAS!"
1,ImeldaSavirra,2023-01-30 23:24:04+00:00,@Samuderaa_biru @_TNIAL_ @puanmaharani_ri @Puspen_TNI @tni_ad @marinir_tni_al @bambangsoesatyo @ListyoSigitP anjriiit sangar bener ya marinirrr
2,yusdinurusman,2023-01-30 23:22:59+00:00,"Setelah Pak @aniesbaswedan, kita tunggu kepastian pencapresan Pak @ganjarpranowo, Pak @prabowo dan Ibu @puanmaharani_ri. Berharap kontestasi pilpres 2024 semakin mendewasakan politik elektoral kita.. hmm.."
3,Dania_Nindiyani,2023-01-30 23:21:07+00:00,@Samuderaa_biru @_TNIAL_ @puanmaharani_ri @Puspen_TNI @tni_ad @marinir_tni_al @bambangsoesatyo @ListyoSigitP pang5 terbaikkuuu! pak yudo margono
4,tupris17,2023-01-30 22:41:46+00:00,"@mohmahfudmd @PDI_Perjuangan  ,
Yang seperti ini yang harus nya jadi Presiden 2024 .
Cc : @puanmaharani_ri"
5,ayukhanny,2023-01-30 21:58:45+00:00,@tempodotco mbak Puan Maharani My president for 2024
6,PertamaPpratama,2023-01-30 21:58:09+00:00,@tempodotco mbak Puan Maharani 🙌2024. RI-1. amin yra❤️
7,jakartanewb,2023-01-30 21:49:44+00:00,@Puspita_Khanza @aniesbaswedan @NasDem @PDemokrat @PKSejahtera 2024 SBY vs Megawati alias Anis Ahy vs Prabowo Puan Maharani
8,PertamaPpratama,2023-01-30 21:45:15+00:00,@tempodotco bkl clon presiden RI thn 2024 mbak Puan Maharani ❤️❤️❤️
9,DedigDedigt,2023-01-30 21:44:13+00:00,@tempodotco CAPRES TAHUN 2024 Mbak Puan Maharani ❤️❤️❤️
10,artisindo8,2023-01-30 21:38:50+00:00,@tempodotco Mbak Puan Maharani Presidenku...
11,azkaayulutfiah,2023-01-30 21:38:12+00:00,@tempodotco Bismillah Yakin Menang Mbak Puan Maharani 2024
12,artisindo8,2023-01-30 21:33:41+00:00,@pinterpolitik Bismilahirrihmaannirrihiim....Maju Mbak Puan Maharani
13,PertamaPpratama,2023-01-30 21:31:43+00:00,@pinterpolitik Mbak Puan Maharani Presiden🔥🔥🔥
14,DedigDedigt,2023-01-30 21:26:45+00:00,@pinterpolitik Mbak Puan Maharani 2024
15,RitasariiSari,2023-01-30 21:19:22+00:00,@pinterpolitik Lanjutkan ibu puan maharani jadi capres 2024
16,JatengTV,2023-01-30 20:19:58+00:00,(07) Kelebihan lainnya dari PT Peroangan adalah mendapatkan prioritas dalam mengakses berbagai program pemerintah yang dikhususkan untuk UMKM. #ptperorangan #badanhukum #badanusaha #ganjarpranowo #prabowo #aniesbaswedan #puanmaharani #pilpres2024 https://t.co/HRqCfZUnue
17,BoymauMuhammad,2023-01-30 18:34:08+00:00,@geloraco Kasian nasib puan Maharani....ha..ha... elektabilitas dibawa rata2
18,Faaajryy,2023-01-30 17:31:51+00:00,@MrBeast Mr beast and puan maharani for president 2024
19,JatengTV,2023-01-30 17:19:58+00:00,(13) Masih belum banyak peraturan yang mengatur perusahaan PT perorangan ini sehingga pemilik perusahaan bebas melakukan aktivitas usahanya. #ptperorangan #badanhukum #badanusaha #umkm #ganjarpranowo #prabowo #aniesbaswedan #puanmaharani #pilpres2024 https://t.co/HRqCfZUnue
20,hayanaqu,2023-01-30 17:00:41+00:00,@makhluk_62 @yusuf_dumdum Yang bisa lawan Anies di pilpres cuman Puan Maharani sih dari PDIP.. yang lain tokohnya.. gimana ya??🫣
21,driveronline_17,2023-01-30 16:43:09+00:00,"@josmurinho Tanpa hrs ikut terbang dg jet tempur.
Tanpa hrs menyelam dlm kapal selam
Tanpa hrs matiin mick suara rakyat.
Emaknya dulu sanggup n berani cabut mandat Gus Dur.
Ayo @puanmaharani_ri its time lakon petruk jd raja ditutup disudahi dg cabut mandat!!!"
22,SHlKIMORl,2023-01-30 16:22:58+00:00,@lianunivers Puan maharani?
