,User,Date Created,Tweet
0,odjat70,2022-12-20 23:57:50+00:00,"@panca66 Ya udah ajuin aja AHY jadi Presiden, gitu aja kok dipikir kelamaan. 😊"
1,yuni4lways,2022-12-20 23:42:50+00:00,Bersama AHY kita ciptakan perubahan dan perbaikan untuk Indonesia. https://t.co/QVWZyZ2Fa6 #AHYPolitikusMendunia
2,AHY_Galery,2022-12-20 23:42:47+00:00,AHY terus hadir di tengah rakyat tanpa lelah #AHYPimpinPerubahan #AHYPolitikusMendunia #AHYHarapanRakyat https://t.co/gjNsywVC0C
3,gibranleklok,2022-12-20 23:42:09+00:00,"Direktur Eksekutif The Yudhoyono Institute AHY memberikan kuliah umum di Unwira Kupang, NTT, 6 Desember 2022 #AHYPimpinPerubahan"
4,Bar0q,2022-12-20 23:42:02+00:00,Kedekatan AHY dan anaknya #AHYPimpinPerubahan
5,bocqah,2022-12-20 23:42:00+00:00,WOW... PERJALANAN SINGKAT KARIR AHY INI BIKIN BUZZER NANGIS DARAH!!! https://t.co/Na9F4dwSfg #AHYPimpinPerubahan
6,arafah_5,2022-12-20 23:41:59+00:00,Emil Dardak konsisten dukung AHY https://t.co/115KcXXRca #AHY
7,KasbahAnang,2022-12-20 23:41:28+00:00,"AHY bajingan ulung, bangsat nya diluar nalar https://t.co/PHSRopRb3k #AHYAsalBicara Kalsel"
8,AhmadRufaaci,2022-12-20 23:37:38+00:00,@Fahadhajj58 Fahad waan ku salamy nyaw waxan ahy nin ree fiqi cumar  oo aw cumar diin ah mkaa dawlad deeganka soo malida ayan ku hoos dulmanahy bal nasoo eeg
9,NarjiXeries7788,2022-12-20 23:13:09+00:00,AHY Goblok tidak memiliki prestasi!  https://t.co/kdg0IFSuns #AHYGagaldiTNIGagaldiPolitik #AHYgagalNyapres #HambalangMangkrak #SBYTurunGunung
10,shantiwalimah,2022-12-20 23:13:07+00:00,AHY Hancurkan .. Kan babi https://t.co/KVC0dcZBoq #AHYGagaldiTNIGagaldiPolitik #AHYgagalNyapres #HambalangMangkrak #SBYTurunGunung
11,dwikiprazz,2022-12-20 23:12:56+00:00,AHY tak segan berbagi tips kepada Kaesang dan Erina yang kini telah resmi menjadi pasangan suami istri
12,AHY_Galery,2022-12-20 23:12:55+00:00,Untuk perubahan dan perbaikan !! #AHYPimpinPerubahan #AHYPolitikusMendunia #AHYHarapanRakyat https://t.co/XYDqGoYnz9
13,KasbahAnang,2022-12-20 23:12:29+00:00,Kontol AHY amatiran bangsat https://t.co/V7N59bdrqb #AHYAsalBicara Kalsel
14,gibranleklok,2022-12-20 23:12:23+00:00,"Menurut AHY, ada tiga masalah utama yg sedang dihadapi Indonesia saat ini #AHYPimpinPerubahan"
15,Bar0q,2022-12-20 23:12:08+00:00,AHY terus hadir di tengah rakyat tanpa lelah #AHYPolitikusMendunia
16,WildanPoco,2022-12-20 23:12:05+00:00,AHY Tegaskan Rakyat Indonesia Inginkan Perubahan. https://t.co/oC4Ut7llOe #AHYPimpinPerubahan
17,charlesgaspoul,2022-12-20 23:12:04+00:00,Jatim Hanya Utk AHY #AHYPimpinPerubahan
18,RemusLupinTeddy,2022-12-20 23:12:03+00:00,AHY Sebut Fokus Mempersiapkan Diri dan Mesin Partai Demokrat Jelang Pemilu 2024 https://t.co/kB01A3jthv ##AHYPimpinPerubahan
19,arafah_5,2022-12-20 23:12:03+00:00,AHY sambangi sedulur Jatim https://t.co/WrRzRIN3vb #AHY
20,anzanie16,2022-12-20 23:12:02+00:00,AHY: Jangan Salah Gunakan Kebaikan dan Kesabaran Masyarakat Kita https://t.co/2hktLHJXQf #AHYPimpinPerubahan
21,dwikiprazz,2022-12-20 22:42:44+00:00,"AHY dan istri mendoakan Kaesang dan istri dapat menjadi keluarga yang sakinah, mawaddah, warahmah"
22,AHY_Galery,2022-12-20 22:42:43+00:00,Indahnya Koalisi Perubahan #AHYPimpinPerubahan #AHYPolitikusMendunia #AHYHarapanRakyat https://t.co/kZsafMQGC9
23,gibranleklok,2022-12-20 22:42:06+00:00,Ketum AHY meminta para kadernya segera jalankan mesin partai jelang Pemilu 2024 #AHYPimpinPerubahan
24,joniantonioloro,2022-12-20 22:42:02+00:00,"Bikin Buzzer Kejang-Kejang, AHY Makin Dekat Dengan Masyarakat https://t.co/9lfQXMuowA #AHYPimpinPerubahan"
25,BobbyDarmanto27,2022-12-20 22:41:59+00:00,Demokrat lampung siap menangkan AHY #AHYPimpinPerubahan
26,bocqah,2022-12-20 22:41:58+00:00,AHY Miliki Modal Kuat Pimpin Indonesia https://t.co/czbVHbk1d5 Demokrat Makin Meroket Densi cs Menangis https://yo #AHYPimpinPerubahan
27,charlesgaspoul,2022-12-20 22:41:58+00:00,Emil Dardak Siap Dukung dan Menangkan AHY #AHYPimpinPerubahan
28,arafah_5,2022-12-20 22:41:57+00:00,AHY: Konsolidasi Demokrat terus dilakukan menuju 2024 https://t.co/ggqKORemNJ #AHY
29,shantiwalimah,2022-12-20 22:41:56+00:00,"AHY Koruptor, lagi sibuk ngebacot bohongi warga pak! https #AHYGagaldiTNIGagaldiPolitik #AHYgagalNyapres #HambalangMangkrak #SBYTurunGunung"
30,NarjiXeries7788,2022-12-20 22:41:32+00:00,Tolol emang! AHY ga becus!!  https://t.co/NT0blMYdBN #AHYGagaldiTNIGagaldiPolitik #AHYgagalNyapres #HambalangMangkrak #SBYTurunGunung
