,User,Date Created,Tweet
0,pemburukuman,2022-12-13 23:57:57+00:00,"@muqoddam_313 @nyonkwongbumen @RamliRizal Narasi memenya 3 periode. Tapi yg kemaren dibocorkan @RamliRizal adalah @jokowi ingin capresnya @ganjarpranowo.
Bukan konslet sih. Cuma arus pendek. ☕😂 https://t.co/2pKqfYdaKZ"
1,DamarEvans_06,2022-12-13 23:57:51+00:00,Denny Siregar udah bener megang Ganjar Pranowo pake segala megang Kroasia
2,DM_N4BYL,2022-12-13 23:57:35+00:00,"@Lima8Satu duet terbaik yg akan memimpin Indonesia di 2024
padeh @ganjarpranowo dan mas @erickthohir"
3,Ajie14500881,2022-12-13 23:56:15+00:00,@ganjarpranowo @basuki_btp Reuni orang2 yang sangat berprestasi
4,Almudattsir,2022-12-13 23:55:21+00:00,"@AhdaGoda @Anakmelayu88211 @GarengHallu @ganjar1st @sahabatganjarid @IDSahabatGanjar @ganjarpranowo @GanjarIndramayu @Ganjarist_Ind Jangankn Mau Sholatkan.
Kencing saja Berdiri,,  Berak tidak Dibasuh,,, Qntl Ngak disunat. .."
5,iwandermawan63,2022-12-13 23:55:20+00:00,@Raffa1510 @ganjarpranowo @disnaker_jateng tuh pa .......jawab dooong
6,iwandermawan63,2022-12-13 23:54:28+00:00,@ganjarpranowo @Uki23 @disnaker_jateng masih banyak yg ngeluh di Chat nya mohon di https://t.co/T0eRXLTred....
7,Irsyad88216647,2022-12-13 23:51:09+00:00,@ainurohman Jagoan Deny S pilpres Pak Ganjar Pranowo berarti = .......
8,BPJPATI,2022-12-13 23:47:38+00:00,"Hallo Sahabat #JalanCantik
Pemeliharaan Rutin Jalan dan Jembatan
BPJ Wilayah Pati

#JatengGayeng
#gunakanmasker
#jagajarak
#cucitangan

@ganjarpranowo
@TajYasinMZ
@provjateng
@humasjateng
@dpubmckjateng
@BPJPATI https://t.co/VamZQKNSrS"
9,arbellesov,2022-12-13 23:46:58+00:00,"@ganjarpranowo Pencitraannya udahin pak, rakyat sudah tau gak bakal ngepek lagi. 2 periode sudah cukup muak."
10,RaihanRendi2,2022-12-13 23:42:22+00:00,@dewi_yulrahma @mouchethung @ganjarpranowo @basuki_btp Tau reti pitik guyu ta  😀😀😀😀
11,sambudi_99,2022-12-13 23:41:09+00:00,@Dennysiregar7 Ini mah @ganjarpranowo malah ketar ketir didukung Denny Siregar 🤣🤣🤣
12,RaihanRendi2,2022-12-13 23:40:45+00:00,@Fr4nst @asmujivahn @ganjarpranowo @basuki_btp Ganjar tokoh publik apalagi seorang pemimpin walaupun suka bokep harusnya gak di publikasikan cukup ganjar dan istrinya yang tau saja....goblok boleh akut jangan 😂😂😂😂
13,rigadarmawan,2022-12-13 23:37:33+00:00,@ganjarpranowo Lanjutan nya mana ini 😭
14,Anna81691219,2022-12-13 23:35:27+00:00,"@ganjarpranowo Mumpung lagi berusaha mendekati ulama, coba tanya sekalian hukum nonton bokep pak"
15,RusdiMa93458698,2022-12-13 23:32:16+00:00,"@ganjarpranowo Wah pas banget tuh, bisa mangkal di depan perumahan, lumayan bisa dapet banyak orderan🤭🤭🤭"
16,Aprilia_wiji,2022-12-13 23:31:08+00:00,"Tidak bisa dipungkiri jika Sosok Gubernur Jawa Tengah @ganjarpranowo dan Menteri BUMN @erickthohir adalah harapan dari masyarakat Indonesia untuk menjadi penerus estafet kepemimpinan dah program pemerintahan pak @jokowi di tahun 2024.
#BangkitBersamaET https://t.co/1ulWQcLkZF"
17,ngakanmaesa,2022-12-13 23:28:07+00:00,"@ganjarpranowo Wah, lumayan nambahin CV, nggih ?

Tapi kasihan para penjahit dapat saingan baru

😋"
18,langit_Cer4h,2022-12-13 23:25:36+00:00,@m_hadun @bungdree @ganjarpranowo @basuki_btp Kayak anjink berarti…layak lah ya
19,JokoWiyanto12,2022-12-13 23:24:56+00:00,@Anak__Ogi @ganjarpranowo @HelmiFelis_ @aniesbaswedan Orang budeg sprti ini mah payah....😂
20,AgoiTaufik,2022-12-13 23:24:39+00:00,"@Anak__Ogi @ganjarpranowo @HelmiFelis_ @aniesbaswedan BUKAN HOAX, TAPI FAKTA. LIHAT DIBAWAH SDH DITAMPILKAN VIDIONYA. 
MAU NGELES, MAU BELA JUNJUNGAN LHO, TAPI GAGAL. LALU MEMBUAT FINAH KEPADA ORANG LAIN."
21,foururd,2022-12-13 23:24:07+00:00,@ganjarpranowo kudu melu kursus. ben tambah mesra :D
22,langit_Cer4h,2022-12-13 23:23:43+00:00,@OposisiOjol @Pitek70650583 @ganjarpranowo Bapak lu masih hidup bro?
23,qwrtpsdfgh,2022-12-13 23:23:27+00:00,"@rassyidhin @__SudutPandang @alisyarief @aniesbaswedan @ganjarpranowo ""Ga ada embel embel capres, ga ada kumpulan masa""
Abang ini dari dimensi mana ya?

""Gak bawa partai""
Secara dia petugas partai demokrasi paling baper, yg ketum seumur hidupnya lebih pengen anaknya yg jd presiden.
Mana mungkin berani bang dia bawa partai buat safari politiknya"
24,MirantiCintada,2022-12-13 23:22:21+00:00,"Dua sosok harapan Indonesia sebagai penerus program dan kepemimpinan pak @jokowi .
@ganjarpranowo @erickthohir 
Saatnya Indonesia lebih #BangkitBersamaET"
25,langit_Cer4h,2022-12-13 23:19:35+00:00,@YUDHI_Laksana @vampire_jalu @ganjarpranowo @basuki_btp Kadrun isi otak nya apa ya…miskin miskin…cocot mu miskin https://t.co/Uy1uNmNHdy
26,langit_Cer4h,2022-12-13 23:18:32+00:00,@m_hadun @bungdree @ganjarpranowo @basuki_btp Susah kasih tau otak seupil kadrun bro…
27,langit_Cer4h,2022-12-13 23:17:14+00:00,@ErwinRockerkids @Eppoy89 @partaisompret @ganjarpranowo @basuki_btp Termiskin mbah mu https://t.co/io7ahAuzLA
28,langit_Cer4h,2022-12-13 23:16:02+00:00,@Redstudio_id @Eppoy89 @partaisompret @ganjarpranowo @basuki_btp Termiskin pala lu pe’ak https://t.co/6WgJpOcQfu
29,Hapriyandi1,2022-12-13 23:15:56+00:00,"@ganjarpranowo Yaah, berkurang satu pelanggan kawan bapakku"
30,AgoiTaufik,2022-12-13 23:13:37+00:00,@Anak__Ogi @ganjarpranowo @HelmiFelis_ @aniesbaswedan NYINYIR ADZAN DAN GEMAR NONTON FILM
31,gundalaRI,2022-12-13 23:09:34+00:00,@ganjarpranowo Kasian tukang jahit...bagi2 rejeki ngga apa2
32,ayuanri2022,2022-12-13 23:03:42+00:00,@ganjarpranowo @PDI_Perjuangan Mantap...rukun2 sll semuanya
33,Bumi_Intanpari,2022-12-13 23:03:37+00:00,"Wingi pas Maghrib, pas udan deres, jl.Lawu soko alun2 arah ngulon sampe prapatan Papahan koyo kali gede...
Saluran irigasi'ne koyone macet.
Yo ono motor sing mogok, mergo mesin'e keblebekan banyu.
Cc @ganjarpranowo
@Juliyatmono1 @karanganyarkab"
