,User,Date Created,Tweet
0,triliuner007,2023-02-27 23:59:48+00:00,@ch_chotimah2 @aniesbaswedan Kadrun kan biasa kebalikannya ....kalo gagal dibilang sukses....namanya juga kadrun gobloknya maksimal. Yohanies satu satunya harapan kadrun...kasihan sih sebenernya punya otak juga mubazir ga pernah dipakai.
1,Life4happy1,2023-02-27 23:59:39+00:00,@PKSejahtera @aniesbaswedan Maksudnya ini? https://t.co/fcBlnCMF3t
2,doansiagian,2023-02-27 23:59:02+00:00,@Muh_498362 @aniesbaswedan @MerryRiana Mungkin buat sumur2 persembunyian drpdunt penampungan air yg hrs jatuh tanah tp tdk berfungsi  mending buat sumur persembunyian....Genius memang ente nies 😝😝😝😩😩
3,irw4n_be,2023-02-27 23:58:48+00:00,"@aniesbaswedan @MerryRiana Jangan suka bo'ong la, bapak munafik indonesia."
4,rudibarrbie,2023-02-27 23:58:06+00:00,"Pandangan Anies Baswedan terkait sosok AHY begitu lugas, jernih, dan objektif..
svi

#AHY
AgusYudhoyono
PDemokrat
https://t.co/5CCD8hw6Qb"
5,andrikingo77,2023-02-27 23:57:46+00:00,Pak Anies mah Cuma bisa ngomong doang gaada kerjanya yaa #aniesgagal #aniesbaswedan #banjir #gubernurjakarta #jakarta #politikidentitas #rumahdp0 #sumurresapan https://t.co/3do9O9JtBb
6,Samsul737,2023-02-27 23:57:42+00:00,"@aniesbaswedan @MerryRiana Masak iya, tahun 1998 jualan online dimana 🤥🤥🤥"
7,TaufiqH46055777,2023-02-27 23:57:19+00:00,"@udinsetialah @kataanies @aniesbaswedan @HallOfHoaks Lah kan segera ter realisasikan... 
Berkatnya pemindahan ibu kota negara ke kalimantan timur... 
Kalo ibu kota masih di jkt aja macet ga bakal ilang.. 
Tunggu aja tgl mainnya.."
8,IrwanWa74106887,2023-02-27 23:56:52+00:00,@Dennysiregar7 @aniesbaswedan bangsat kalo lu laki lu duel Ama gw siapin dah materai
9,luluskuliahS2,2023-02-27 23:56:41+00:00,"@abdullahjati20 @yusuf_dumdum @aniesbaswedan Layaknya antivirus pada umumnya. Virus Edan itu lemah, tapi tetap harus dibasmi dong, namanya juga virus Edan. Demi NKRI yg bergerak maju. Kalau sampai kena virus Edan, NKRI mundur 100 th lagi."
