,User,Date Created,Tweet
0,jawapos,2023-02-06 23:58:50+00:00,Ridwan Kamil dan Bima Arya Pamit pada Perayaan Cap Go Meh Bogor https://t.co/PyyTsZ2nbe
1,aksibelaulama,2023-02-06 23:57:21+00:00,"Hukum Membuang Bayi dalam Islam.
Baca 👉 https://t.co/hGj3fKTBlQ
.
Trend 🚀 Alhamdulillah Love is Love De Gea Ridwan Kamil Jimin of BTS Skinny THE BOYZ Jatuh Alexandra Average #jumatberkah #Islam. https://t.co/HEQbrdHsMh"
2,AldiNeno,2023-02-06 23:57:14+00:00,"""Nanti bulan Mei kita ada wisuda lagi, wisuda orang-orang yang berhasil. Angkatan yang belum diwisuda. Harusnya lebih banyak, dua kali lipatnya. Karena dulu ada 1.200 (Petani Milenial yang diwisuda),"" pungkas @ridwankamil  https://t.co/jkxhsdieGj"
3,AldiNeno,2023-02-06 23:55:38+00:00,"“Tidak tahu takdir ke depan seperti apa. Makanya saya sampaikan kepada warga saya pamit. Tahun ini, tahun terakhir saya sebagai Gubernur Jabar Saya dilantik September 2018, berakhir September 2023,” kata @ridwankamil ,saat hadir dalam BSF CGM  2023, https://t.co/2TFmcy9Obc"
4,AldiNeno,2023-02-06 23:54:11+00:00,"Gubernur Jawa Barat @ridwankamil  berencana untuk membatasi kunjungan ke Masjid Raya Al Jabbar. Hal itu dilakukan untuk meminimalisir sekaligus memetakan persoalan yang timbul akibat tingginya animo masyarakat.
https://t.co/xaoxw5rUBG"
5,popgasm13,2023-02-06 23:54:10+00:00,@ridwankamil motor listrik punyaya dunungan LBP apa Muldoko ini kang??
6,Dewasuri30,2023-02-06 23:52:51+00:00,"Kita tnya jga klo pakde @jokowi dana pilpres 2014 n 2019 dari mana? Kang @ridwankamil blg 8T sedangkn kampnye gub @DKIJakarta pakde dibayarin adeknya pa @prabowo @Gerindra 😅
cc @MUIPusat @muhammadiyah @BEMUI_Official @PBHMI_1947 @Pak_JK @SBYudhoyono @NasDem @ReflyHZ @msaid_didu"
7,AldiNeno,2023-02-06 23:52:35+00:00,"@ridwankamil  merupakan salah satu pejabat yg ikut hadir dalam konser Dewa 19 yg digelar di JIS,Sabtu (4/2).Menariknya,kehadiran RK mencuri perhatian banyak orang.RK tak duduk di kursi VIP bersama politikus lain,melainkan memilih bejubel dgn penonton biasa https://t.co/Xy4Naoihva"
8,AldiNeno,2023-02-06 23:51:08+00:00,"Gubernur Jawa Barat, @ridwankamil , akan memimpin flag off utama di ajang tersebut. Pria yang populer dengan nama Kang Emil itu mendukung penuh Pocari Sweat Run Indonesia 2023 sebagai ajang olahraga yang menyehatkan masyarakat. https://t.co/PjiSqQRAj7"
9,Jumbo4553Marcel,2023-02-06 23:49:45+00:00,@SantorinisSun Itulah kerja @aniesbaswedan membangun benda mati yang megah tanpa memikirkan infrastrukturnya...jadi pengen tahu masjid al jabbar 1Trilyun infrastrukturnya gimana @ridwankamil ???
