,User,Date Created,Tweet
0,biawakasek,2023-02-20 23:52:28+00:00,@awemany Trus ingatin ke bininya AHY lain kali jgn2 party2 lagi. Biar ada manfaat bacod lakinya ketika nyebut indonesia sdg tidak baik2 saja.
1,toServetoGive,2023-02-20 23:52:03+00:00,"@FirzaHusain Yg CBU itu EV bukan combustion engine. Makanya AHY pun mejeng. 

Kadrun2 mana ngerti?"
2,starchess_tarno,2023-02-20 23:45:32+00:00,"🤣🤣🤣🤣
Sana merenung dulu....bgmn caranya AHY bisa jadi Presiden dan tdk ditunggangi golongan Kadrun."
3,yuni4lways,2023-02-20 23:42:28+00:00,Kita membutuhkan pemimpin yg tajam dan smart seperti halnya mas AHY✊ https://t.co/d2M5dGbCvI #AHYPolitikusMendunia
4,dwikiprazz,2023-02-20 23:42:24+00:00,Ketum AHY meminta para kadernya segera jalankan mesin partai jelang Pemilu 2024
5,joniantonioloro,2023-02-20 23:41:52+00:00,Jatim Hanya Utk AHY #AHYPimpinPerubahan
6,bocqah,2023-02-20 23:41:47+00:00,Dukungan Untuk AHY Maju Pilpres 2024 Semakin Menguat!!! https://t.co/BcWORAqOO1 #AHYPimpinPerubahan
7,arafah_5,2023-02-20 23:41:46+00:00,"AHY: Kita harus tetap rendah hati, tapi harus tetap percaya diri https://t.co/gJlZtm7mW2 #AHY"
8,Ketum_AHY,2023-02-20 23:41:13+00:00,"“Terlambat pasti menyesal, tapi lebih menyesal jika tdk berbuat sama sekali. We simply cannot afford the high-cost of inaction.” #AgusYudhoyono"
9,SakitPe14248653,2023-02-20 23:41:04+00:00,"@GunRomli Banar koq kata AHY, esemka itu harusnya produksi DN, pabriknya DN, pekerjanya DN, kalau di impor bkn ghoib itu namanya. Ini adalah contoh: 
a. guntur romli adalah bazzeRP.
b. Onderdir LN dibilang DN.
c. Esemka adalah barang ghoib
d. Ketiga tiganya benar"
10,CeritaAHY_,2023-02-20 23:41:02+00:00,Para Purnawirawan TNI ini memilih bergabung Partai Demokrat di Kab. Pidie Jaya - #DemokratS14P AHY Pimpin Perubahan PDemokrat AgusYudhoyono
11,HJ_Boy_,2023-02-20 23:40:33+00:00,"@Bakhjatul @keuangannews_id Berarti Prabowo dan @aniesbaswedan TIDAK BISA JADI PRESIDEN.

AHY aja !!!
@AgusYudhoyono 
@SBYudhoyono 
@PDemokrat 
@BennyHarmanID 
@Andiarief__"
12,Arif_Mawali,2023-02-20 23:37:35+00:00,"@Demokrat_TV Apakah semua nama kader demokrat di singkat begitu?
Contoh: Pak SBY, Mas AHY, Pak BKH"
13,rudyong,2023-02-20 23:32:30+00:00,"@awemany AHY pasti berpikiran ESEMKA ini adalah pintu, untuk menjadi presiden. 😁😁😁"
14,kitrun2,2023-02-20 23:31:54+00:00,"@bachrum_achmadi Trus lu lihat SBY atau AHY ?
Apalagi anies ?????
Adian kn pendukung pk Jokowi. 
Itu benang merahnya.
Dasar gk punya otak."
15,ihsanohana,2023-02-20 23:28:38+00:00,@awemany Esemka bukan proyek pemerintah apalagi proyek pribadi jolowi dia hanya bangga sama produk dalam negri..dan ingin membantu semaksimal mungkin agar indonesia punya mobnas beda dg proyek hambalang dibuat sby bapaknya ahy dan ibas menggunakan apbn setengahnya dimakan temen2 kamu..🤣
16,alfathsy,2023-02-20 23:21:28+00:00,@AgusYudhoyono Semoga sehat mas AHY....masih tetap dan kekeh mau jadi WAKIL si Anies...mas AHY punya organisasi besar ..punya anggota banyak ...punya kantor tetap ...maaf si Anis nggak punya apa2 Mas.....organisasi..anak buah..kantor ....ngak jelas  nggak ada ..hati2 mas
17,kangngabei,2023-02-20 23:17:17+00:00,"@awemany Cie Ahy lagi prmosiin Esemka ya, ayo kalian nyinyirin ditunggu neh 😁🤣"
